index,tollbooth_name,direction,road,km,tdpa,M,A,AR,B,C2,C3,C4,C5,C6,C7,C8,C9,VNC,vta,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC
180-03,madín,lechería-madín,057d,13.800,767,3.1,89.9,0.0,0.0,2.1,0.8,0.1,0.5,0.1,0.0,0.0,0.0,3.4,"280,036",7.1,7.0,8.5,7.9,8.8,8.4,8.2,8.8,8.2,9.2,9.0,8.9
180-04,madín,atizapán-madín,057d,13.800,"4,885",7.1,90.5,0.0,1.0,0.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,"1,782,905",7.0,6.9,8.1,7.8,8.4,8.4,8.6,8.6,8.7,9.2,9.3,9.0
180-05,madín,lago de guadalupe-madín,057d,13.800,"1,328",3.7,93.4,0.0,0.0,1.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.3,"484,709",5.8,6.7,8.2,8.1,8.5,8.5,8.5,8.3,8.9,9.7,9.8,9.0
180-06,madín,la venta-madín,057d,13.800,"4,098",0.4,95.5,0.0,0.2,1.7,0.7,0.1,0.4,0.1,0.0,0.0,0.0,0.9,"1,495,785",7.1,6.9,7.9,7.3,8.3,8.6,8.5,8.0,8.2,10.0,10.0,9.2
180-07,madín,interlomas-madín,057d,13.800,373,2.2,95.7,0.0,0.0,1.4,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.1,"136,199",5.2,6.5,7.6,7.2,8.6,9.0,8.8,8.7,9.0,10.3,10.2,8.9
180-08,madín,huixquilucan-madín,057d,13.800,344,3.8,92.8,0.0,0.0,2.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,"125,556",5.9,6.5,8.0,7.7,8.4,8.6,8.3,8.5,9.0,10.2,9.9,9.0
180-09,madín,lomas verdes-madín,057d,13.800,"2,003",1.3,97.2,0.0,0.1,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,"730,997",4.1,6.0,7.8,7.2,8.5,8.6,9.0,8.8,10.2,10.5,10.2,9.1
180-10,madín,ent. san miguel-madín,057d,13.800,892,2.8,93.8,0.0,0.0,1.4,0.9,0.0,0.3,0.5,0.0,0.0,0.0,0.3,"325,651",5.7,6.2,7.6,7.2,8.6,8.8,9.2,8.8,8.9,9.9,10.1,9.0
181-01,san mateo nopala,lechería-san mateo nopala,057d,21.200,149,2.2,73.0,0.0,0.1,7.3,4.6,0.5,4.1,0.1,0.0,0.0,0.1,8.0,"54,474",7.2,7.1,8.1,8.2,8.6,7.9,8.6,8.5,8.3,9.4,9.1,9.0
181-02,san mateo nopala,madín-san mateo nopala,057d,21.200,387,3.7,76.8,0.0,0.1,17.3,1.3,0.1,0.2,0.0,0.0,0.0,0.0,0.5,"141,417",6.4,7.3,8.2,7.8,8.7,8.4,8.5,8.2,9.6,9.1,8.8,9.0
181-03,san mateo nopala,chamapa-san mateo nopala,057d,21.200,"2,067",2.7,79.1,0.0,3.3,8.3,4.6,0.0,1.3,0.2,0.0,0.0,0.0,0.5,"754,368",7.8,7.6,8.7,8.3,9.0,8.1,8.3,8.1,7.9,8.5,8.7,9.0
181-04,san mateo nopala,atizapán-san mateo nopala,057d,21.200,264,3.3,84.2,0.0,0.1,10.7,1.1,0.1,0.2,0.0,0.0,0.0,0.0,0.3,"96,229",8.4,7.5,8.4,8.2,8.9,8.0,8.1,8.2,8.1,8.6,8.6,9.0
181-05,san mateo nopala,lago de guadalupe-san mateo nopala,057d,21.200,129,2.5,80.2,0.0,0.0,14.1,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.7,"46,984",7.5,7.8,8.8,8.6,8.5,8.3,8.7,8.4,7.9,8.2,8.6,8.7
181-06,san mateo nopala,la venta-san mateo nopala,057d,21.200,659,0.9,82.8,0.0,0.6,6.1,2.9,0.2,4.2,0.2,0.0,0.0,0.1,2.0,"240,513",8.1,7.5,8.2,8.4,8.5,8.3,7.1,7.6,7.6,9.9,9.8,9.0
181-07,san mateo nopala,interlomas-san mateo nopala,057d,21.200,132,3.9,73.7,0.0,0.1,13.3,8.2,0.1,0.2,0.0,0.0,0.0,0.0,0.5,"48,154",6.2,6.6,8.0,7.4,9.0,8.7,8.3,8.7,8.6,9.8,9.7,9.0
181-08,san mateo nopala,huixquilucan-san mateo nopala,057d,21.200,268,6.1,81.6,0.0,0.2,9.1,2.0,0.3,0.4,0.1,0.0,0.0,0.0,0.2,"97,706",7.4,7.5,8.6,8.2,8.9,8.3,8.2,8.2,8.2,8.8,8.7,9.0
181-09,san mateo nopala,lomas verdes-san mateo nopala,057d,21.200,"1,629",2.8,90.7,0.0,0.1,4.5,1.2,0.1,0.3,0.0,0.0,0.0,0.0,0.3,"594,646",7.2,7.1,8.4,7.7,8.2,8.0,8.6,8.6,8.8,9.1,9.3,9.0
181-10,san mateo nopala,ent. san miguel-san mateo nopala,057d,21.200,135,2.3,81.1,0.0,0.2,6.6,3.9,0.4,4.0,1.0,0.0,0.0,0.1,0.4,"49,372",6.7,6.8,8.2,7.8,8.4,8.5,8.8,8.9,8.4,9.2,9.2,9.1
182-01,cipreses,lechería-cipreses,057d,24.343,120,0.3,92.3,0.0,2.4,2.5,1.8,0.0,0.1,0.0,0.0,0.0,0.0,0.6,"43,873",5.4,5.6,6.7,6.2,9.2,10.1,6.8,8.0,8.8,12.1,12.1,9.0
182-02,cipreses,madín-cipreses,057d,24.343,31,2.7,75.9,0.1,0.1,17.5,3.4,0.2,0.0,0.0,0.0,0.0,0.0,0.1,"11,151",7.0,6.8,8.1,8.1,8.2,8.8,7.8,8.5,7.5,10.1,10.2,8.9
182-03,cipreses,san mateo nopala-cipreses,057d,24.343,287,3.2,73.9,0.1,0.1,9.1,13.0,0.1,0.2,0.0,0.0,0.0,0.0,0.3,"104,610",7.8,7.4,8.8,8.8,9.6,8.6,7.1,7.7,7.5,8.8,8.8,9.1
182-04,cipreses,atizapán-cipreses,057d,24.343,42,4.9,91.3,0.0,0.1,2.9,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"15,358",7.6,6.8,7.7,7.7,9.5,8.5,7.2,7.6,8.1,10.2,10.2,8.9
182-05,cipreses,lago de guadalupe-cipreses,057d,24.343,18,1.9,93.3,0.0,0.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,"6,459",6.3,6.6,7.3,6.8,9.3,9.3,7.1,8.9,8.2,10.6,10.6,9.0
182-06,cipreses,lomas verdes-cipreses,057d,24.343,35,2.0,89.5,0.0,0.2,5.6,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"12,655",6.6,6.4,7.6,6.2,7.6,7.6,7.5,8.5,9.4,11.8,11.8,9.0
182-07,cipreses,ent. san miguel-cipreses,057d,24.343,19,1.1,94.0,0.0,0.0,3.0,1.3,0.1,0.3,0.0,0.0,0.0,0.0,0.2,"6,817",5.8,5.8,6.9,6.8,9.6,8.8,7.2,7.2,7.5,12.7,12.7,9.0
183-01,chamapa,lechería-chamapa,057d,27.200,"1,570",0.4,61.8,0.0,0.4,10.1,6.5,0.5,15.3,1.2,0.0,0.0,1.1,2.7,"573,007",6.5,6.6,8.0,7.5,8.4,8.8,8.4,8.4,8.5,10.0,9.7,9.2
183-02,chamapa,madín-chamapa,057d,27.200,448,3.2,87.1,0.0,0.0,5.9,1.8,0.1,1.0,0.0,0.0,0.0,0.0,0.9,"163,649",6.6,7.0,8.3,7.9,8.4,8.6,9.1,8.3,8.6,9.3,9.0,8.9
183-03,chamapa,san mateo nopala-chamapa,057d,27.200,"1,799",3.0,80.0,0.0,3.4,8.5,3.2,0.1,1.2,0.1,0.0,0.0,0.0,0.5,"656,784",7.6,7.2,8.3,8.2,8.8,8.2,8.4,8.5,8.2,8.8,8.7,9.1
183-04,chamapa,cipreses-chamapa,057d,27.200,294,1.8,67.3,0.1,0.2,11.0,18.9,0.3,0.2,0.0,0.0,0.0,0.0,0.2,"107,133",7.2,7.1,7.9,8.1,9.7,9.2,7.1,7.4,7.4,9.9,9.9,9.1
183-05,chamapa,atizapán-chamapa,057d,27.200,669,3.0,88.9,0.0,0.0,3.7,2.4,0.2,1.3,0.2,0.0,0.0,0.0,0.3,"244,215",7.9,7.3,8.3,8.1,8.8,8.1,8.5,8.4,8.2,8.6,8.8,9.0
183-06,chamapa,lago de guadalupe-chamapa,057d,27.200,244,1.8,89.4,0.0,0.0,4.8,2.0,0.3,0.9,0.2,0.0,0.0,0.0,0.6,"89,153",7.3,7.0,8.1,7.8,8.5,8.1,9.0,8.6,8.4,9.1,9.2,8.9
183-07,chamapa,lomas verdes-chamapa,057d,27.200,207,1.7,94.3,0.0,0.0,2.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.1,"75,463",6.6,7.0,8.6,7.7,7.8,8.2,9.7,8.1,9.0,9.3,9.2,8.8
183-08,chamapa,ent. san miguel-chamapa,057d,27.200,514,0.9,70.3,0.0,0.1,6.4,7.5,1.2,9.2,2.6,0.0,0.0,0.1,1.7,"187,623",6.4,6.2,7.7,7.6,8.4,8.8,9.0,8.6,8.6,9.9,9.8,9.0
184-01,huixquilucan,lechería-huixquilucan,057d,30.000,133,2.1,88.3,0.0,0.1,5.2,2.1,0.1,1.1,0.4,0.0,0.0,0.0,0.6,"48,419",6.6,6.8,8.7,8.0,8.5,8.9,8.5,8.1,8.4,9.2,9.2,9.1
184-02,huixquilucan,lago de guadalupe-huixquilucan,057d,30.000,114,2.8,94.2,0.0,0.0,1.9,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.1,"41,687",7.1,7.2,8.6,8.1,8.6,8.9,8.4,8.1,8.3,8.8,9.0,8.9
184-03,huixquilucan,atizapán-huixquilucan,057d,30.000,262,4.2,92.0,0.0,0.0,1.8,1.4,0.0,0.5,0.0,0.0,0.0,0.0,0.1,"95,762",7.3,7.2,8.6,7.8,8.8,8.4,8.8,8.5,8.4,8.6,8.7,8.9
184-04,huixquilucan,madín-huixquilucan,057d,30.000,291,3.1,93.3,0.0,0.0,2.1,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,"106,370",5.8,6.5,8.1,7.7,8.5,8.8,8.5,8.7,9.0,9.5,9.9,9.0
184-05,huixquilucan,san mateo nopala-huixquilucan,057d,30.000,234,4.7,81.4,0.1,0.1,8.9,3.5,0.5,0.6,0.0,0.0,0.0,0.0,0.2,"85,455",7.4,7.4,8.6,8.1,8.8,8.4,8.5,8.4,8.2,8.6,8.7,8.9
184-06,huixquilucan,cipreses-huixquilucan,057d,30.000,30,2.0,59.0,0.0,0.1,17.7,20.3,0.8,0.1,0.0,0.0,0.0,0.0,0.0,"10,908",7.3,7.0,7.7,9.0,9.0,8.3,7.3,8.4,7.9,9.5,9.5,9.1
184-07,huixquilucan,lomas verdes-huixquilucan,057d,30.000,195,2.5,95.4,0.0,0.0,1.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,"71,224",6.6,7.1,8.2,7.6,8.3,8.7,8.3,8.4,9.1,9.3,9.3,9.1
184-08,huixquilucan,ent. san miguel-huixquilucan,057d,30.000,185,1.4,90.8,0.0,0.1,3.1,2.4,0.1,0.7,0.9,0.0,0.0,0.0,0.5,"67,353",6.5,6.2,7.8,7.4,8.7,8.8,8.8,8.8,8.7,9.6,9.6,9.1
185-01,interlomas,lechería-interlomas,057d,32.600,142,1.8,89.0,0.2,0.0,4.0,2.0,0.4,1.8,0.2,0.0,0.0,0.0,0.6,"51,651",5.7,6.6,7.8,7.3,8.6,9.0,8.5,8.9,9.1,9.6,9.8,9.1
185-02,interlomas,lago de guadalupe-interlomas,057d,32.600,113,2.1,96.6,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,"41,294",5.4,6.1,7.5,6.9,8.1,9.2,8.6,9.2,9.6,10.2,10.2,9.0
185-03,interlomas,atizapán-interlomas,057d,32.600,178,5.0,91.9,0.0,0.0,2.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,"65,037",6.4,6.6,7.9,7.3,8.9,8.8,8.7,8.7,8.9,9.3,9.4,9.1
185-04,interlomas,madín-interlomas,057d,32.600,359,1.8,96.1,0.0,0.0,1.3,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.1,"131,137",4.8,6.3,7.3,7.2,8.5,9.1,8.8,9.2,9.5,10.1,10.2,9.0
185-05,interlomas,san mateo nopala-interlomas,057d,32.600,117,3.6,78.1,0.0,0.1,12.6,4.8,0.1,0.2,0.0,0.0,0.0,0.0,0.5,"42,780",6.2,6.6,7.7,7.3,8.7,8.8,8.6,8.9,9.0,9.6,9.7,8.9
185-06,interlomas,cipreses-interlomas,057d,32.600,20,6.6,63.0,0.0,0.1,12.6,17.2,0.4,0.0,0.0,0.0,0.0,0.0,0.1,"7,164",5.9,6.9,7.9,7.6,10.2,9.6,7.1,9.0,7.3,9.8,9.8,8.9
185-07,interlomas,lomas verdes-interlomas,057d,32.600,258,1.8,96.9,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,"94,300",5.3,6.6,8.0,7.3,8.4,9.0,8.8,8.7,9.5,9.8,9.7,8.9
185-08,interlomas,ent. san miguel-interlomas,057d,32.600,250,1.4,93.8,0.0,0.0,2.9,0.7,0.1,0.3,0.5,0.0,0.0,0.0,0.3,"91,265",5.2,5.7,7.2,7.2,8.7,9.4,9.3,9.0,9.1,10.1,10.0,9.1
186-01,lomas verdes,lago de guadalupe-lomas verdes,057d,16.850,585,2.0,96.1,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,"213,575",5.1,5.9,7.6,7.8,8.2,8.6,8.7,8.8,9.4,10.4,10.5,9.0
186-02,lomas verdes,chamapa-lomas verdes,057d,16.850,325,1.9,94.1,0.0,0.0,2.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.1,"118,501",7.5,7.6,10.0,7.7,7.7,7.8,7.8,8.2,8.4,9.1,9.2,9.0
186-03,lomas verdes,san mateo nopala-lomas verdes,057d,16.850,"1,434",2.6,91.4,0.0,0.1,4.3,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,"523,235",7.2,7.1,8.2,7.7,8.1,8.0,8.4,8.6,9.0,9.5,9.3,8.9
186-04,lomas verdes,madín-lomas verdes,057d,16.850,"1,321",1.7,96.1,0.0,0.3,0.9,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,"482,305",4.9,6.3,7.8,7.6,8.3,8.6,8.7,9.0,9.8,9.9,10.3,8.8
186-05,lomas verdes,atizapán-lomas verdes,057d,16.850,"2,641",3.7,94.5,0.0,0.0,1.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.2,"963,961",6.4,6.5,8.0,7.4,8.4,8.4,8.9,8.7,9.0,9.6,9.7,9.0
186-06,lomas verdes,interlomas-lomas verdes,057d,16.850,311,1.9,96.3,0.0,0.3,1.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,"113,575",6.0,6.8,8.4,7.2,8.3,9.0,8.6,8.4,9.2,9.5,9.7,8.9
186-07,lomas verdes,huixquilucan-lomas verdes,057d,16.850,274,2.8,95.1,0.0,0.0,1.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,"100,050",7.0,7.5,9.1,8.0,8.0,8.1,8.0,8.1,8.8,9.3,9.3,8.8
186-08,lomas verdes,la venta-lomas verdes,057d,16.850,"4,265",0.4,95.5,0.0,0.2,1.2,0.8,0.0,0.3,0.0,0.0,0.0,0.0,1.6,"1,556,781",6.6,6.8,8.3,7.2,8.1,8.6,8.4,8.0,8.6,10.2,10.2,9.0
186-09,lomas verdes,lechería-lomas verdes,057d,16.850,99,2.3,89.0,0.1,0.1,4.5,0.8,0.2,2.0,0.2,0.0,0.0,0.0,0.8,"36,277",4.8,5.7,7.4,6.0,7.4,9.9,10.1,9.6,8.9,11.0,10.1,9.1
186-10,lomas verdes,lomas verdes-lomas verdes,057d,16.850,4,12.5,73.8,0.0,0.0,11.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,2.3,"1,511",4.8,6.6,8.4,8.1,7.3,8.0,10.4,8.9,9.9,9.4,9.3,8.9
186-11,lomas verdes,ent. san miguel-lomas verdes,057d,16.850,285,1.6,94.1,0.0,0.0,0.9,0.3,0.0,1.2,0.2,0.0,0.0,0.0,1.7,"104,152",4.1,4.8,6.8,6.1,7.5,9.7,10.6,9.0,9.5,11.5,11.4,9.0
187-01,la venta gob.edo.,lechería-la venta,057d,38.000,635,1.1,76.5,0.0,0.2,7.6,3.5,0.4,6.3,0.3,0.0,0.0,0.2,3.9,"231,951",6.7,7.4,9.0,8.4,8.7,8.5,8.6,8.0,8.1,8.8,8.8,9.0
187-02,la venta gob.edo.,lago de guadalupe-la venta,057d,38.000,215,1.6,92.7,0.0,0.0,3.2,0.6,0.0,0.1,0.0,0.0,0.0,0.0,1.8,"78,438",6.6,7.0,8.3,8.2,8.9,8.4,8.6,8.2,8.4,9.1,9.5,8.8
187-03,la venta gob.edo.,atizapán-la venta,057d,38.000,297,1.9,90.2,0.0,0.2,2.7,0.4,0.0,0.4,0.0,0.0,0.0,0.0,4.2,"108,244",7.0,6.9,8.5,8.3,8.8,8.3,8.8,8.3,8.2,8.9,9.0,9.0
187-04,la venta gob.edo.,madín-la venta,057d,38.000,331,2.2,93.8,0.1,0.1,2.3,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.9,"120,902",5.7,6.7,8.4,8.0,8.7,8.5,8.7,8.4,8.4,9.4,10.0,9.1
187-05,la venta gob.edo.,san mateo nopala-la venta,057d,38.000,94,3.4,86.6,0.1,0.1,6.0,0.9,0.5,0.4,0.0,0.0,0.0,0.0,2.0,"34,251",6.9,7.4,8.6,8.4,9.0,7.9,8.2,8.3,7.8,8.9,9.8,8.8
187-06,la venta gob.edo.,cipreses-la venta,057d,38.000,11,1.7,92.4,0.0,0.4,2.8,0.7,0.5,0.0,0.0,0.0,0.0,0.0,1.5,"3,900",5.7,6.5,7.0,6.7,8.5,8.1,7.3,8.1,7.5,12.9,12.7,9.0
187-07,la venta gob.edo.,lomas verdes-la venta,057d,38.000,293,2.7,94.5,0.0,0.1,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.6,"106,993",6.2,7.2,8.6,7.7,8.5,8.2,8.5,8.1,8.4,9.4,10.2,9.0
187-08,la venta gob.edo.,ent. san miguel-la venta,057d,38.000,"1,010",0.9,82.2,0.0,0.2,4.8,2.6,0.3,4.5,0.4,0.0,0.0,0.3,3.8,"368,607",6.0,6.3,8.0,8.2,8.9,8.9,8.9,8.3,8.5,9.4,9.7,8.9
188,bermejillo,gómez palacio-est.banderas,049d,44.210,"4,496",0.2,35.6,1.3,8.7,2.5,1.6,2.0,30.1,5.7,1.0,0.2,10.3,0.8,"1,641,173",7.7,6.5,7.9,8.0,8.0,8.4,9.8,8.7,7.9,8.4,8.2,10.5
189,ceballos,est. banderas-corralitos,049d,130.410,"4,422",0.2,35.2,1.3,5.1,2.5,5.3,1.9,30.6,5.6,1.0,0.1,10.5,0.7,"1,614,056",7.7,6.5,7.9,7.9,8.0,8.4,9.8,8.7,7.8,8.4,8.3,10.6
190,puente zacatal,zacatal-cd. del carmen,180,162.410,"5,894",1.9,65.2,0.4,3.5,4.8,3.6,0.6,10.8,1.8,0.1,0.0,5.5,1.8,"2,151,427",7.7,6.9,8.3,8.4,8.4,7.9,8.8,8.5,7.8,8.4,8.5,10.4
191,puente inter. nuevo amanecer,reynosa-pharr,040,0.000,"3,086",0.0,42.1,0.2,0.0,3.3,5.4,2.6,45.7,0.7,0.0,0.0,0.0,0.0,"1,126,268",8.2,7.5,9.5,8.8,9.0,8.2,7.6,8.5,8.1,8.3,8.1,8.2
192-01,zirahuén,pátzcuaro-uruapan,126d,60.500,"10,820",0.4,69.2,0.2,2.8,5.1,3.0,1.2,7.3,2.0,0.7,0.0,6.0,2.1,"3,949,383",7.8,7.0,8.8,8.4,8.6,8.1,8.5,8.1,7.2,8.6,8.9,10.0
192-02,zirahuén,pátzcuaro-zirahuén,126d,68.700,193,0.5,77.0,0.2,1.7,5.4,2.4,0.2,3.9,0.3,0.0,0.0,0.6,7.8,"70,605",7.4,7.0,7.4,7.6,8.2,7.6,7.8,7.6,11.7,9.3,8.6,9.8
193-01,zurumucapio,zirahuén-zurumucapio,126d,87.500,567,0.7,88.6,0.3,0.3,5.4,1.3,0.1,0.2,0.1,0.0,0.0,0.0,3.0,"207,024",7.4,6.8,7.6,7.3,7.5,7.2,7.8,8.6,9.5,9.9,9.4,11.0
193-02,zurumucapio,zurumucapio-uruapan,126d,87.500,234,0.4,87.9,0.1,0.1,8.3,1.1,0.0,0.1,0.0,0.0,0.0,0.0,2.0,"85,378",9.0,8.0,9.1,8.3,7.9,7.2,8.3,7.8,8.8,9.0,8.9,7.7
194,puente inter. ignacio zaragoza los tomat,progreso-los tomates,040,0.000,"3,709",0.2,82.5,0.3,0.2,1.2,2.2,0.4,11.8,0.9,0.1,0.2,0.0,0.0,"1,353,740",6.1,5.0,8.6,6.4,9.4,8.9,8.4,9.1,8.9,9.1,9.8,10.3
195-01,nuevo progreso,reynosa-matamoros,002d,47.390,"4,137",0.2,64.0,0.5,2.7,4.4,5.1,1.1,15.6,2.5,0.3,0.3,3.3,0.0,"1,509,958",7.4,6.6,8.2,7.9,8.6,8.1,8.3,9.3,8.9,8.8,8.6,9.3
195-02,nuevo progreso,reynosa-progreso,002d,47.390,"2,498",0.6,93.2,0.3,0.0,0.8,0.6,0.1,1.1,0.4,0.1,0.2,2.6,0.0,"911,699",7.6,6.8,8.8,8.1,8.4,7.4,8.6,9.0,8.5,8.6,8.4,9.8
195-03,nuevo progreso,progreso-matamoros,002d,47.390,667,0.5,94.2,1.1,0.0,0.6,2.1,0.2,0.9,0.2,0.0,0.0,0.2,0.0,"243,308",7.4,6.6,8.3,8.2,8.6,7.8,9.2,9.3,8.6,9.0,8.1,8.9
196,puente inter. piedras negras ii coahuila 2,piedras negras-eagle pass,057,0.000,"4,279",0.2,56.8,30.3,0.3,0.0,2.8,0.0,9.6,0.0,0.0,0.0,0.0,0.0,"1,561,862",7.8,6.8,8.8,8.5,8.5,8.7,8.5,8.2,7.8,8.2,9.1,9.1
197-01,taretán,ent. zirimícuaro-taretán,037d,102.300,"1,948",4.8,89.9,0.1,0.1,2.4,0.4,0.0,0.4,0.1,0.0,0.0,0.0,1.8,"711,155",7.9,7.2,8.5,8.3,8.7,7.9,8.7,8.3,8.0,8.4,8.6,9.5
197-02,taretán,ent. zirimícuaro-ent. cajones,037d,102.300,"9,042",0.6,69.5,0.2,2.7,4.4,4.0,1.3,5.3,2.4,0.9,0.0,6.5,2.2,"3,300,271",8.2,7.2,9.1,8.9,8.4,7.0,7.3,8.0,7.9,8.6,9.0,10.4
197-03,taretán,taretán-ent. cajones,037d,102.300,70,1.5,50.3,0.2,0.1,5.1,2.1,0.1,8.6,0.1,0.0,0.0,0.0,31.9,"25,521",7.9,7.9,9.1,8.6,9.1,7.4,8.5,8.0,8.6,8.5,7.6,8.8
198-01,santa casilda,ent. cajones-ent. cuatro caminos,037d,132.200,"7,408",0.5,67.9,0.2,3.1,3.4,4.3,1.4,5.7,2.8,1.0,0.1,7.7,1.9,"2,703,800",8.6,7.4,9.6,9.4,8.0,6.1,4.9,8.3,8.1,9.1,9.5,11.0
198-02,santa casilda,ent. cajones-ent. santa casilda,037d,132.200,"1,081",3.7,72.7,0.3,1.1,5.8,3.8,1.2,6.4,0.9,0.7,0.0,0.2,3.2,"394,663",3.3,4.1,5.7,6.2,11.1,14.6,24.0,5.9,6.3,5.9,6.1,6.8
198-03,santa casilda,ent. santa casilda-ent. cuatro caminos,037d,132.200,102,1.9,74.7,0.4,1.5,5.7,4.0,0.6,3.1,1.1,0.1,0.0,0.4,6.5,"37,213",13.9,9.0,8.5,8.6,8.0,13.0,6.7,9.0,4.8,6.3,5.1,7.1
199-01,las cañas,nueva italia-lázaro cárdenas,037d,211.400,"4,851",0.5,61.0,0.2,3.2,2.4,3.0,2.2,8.0,4.0,1.6,0.1,11.6,2.2,"1,770,786",8.2,6.7,9.0,9.3,8.8,7.7,8.3,7.9,7.1,8.2,8.6,10.2
199-02,las cañas,ent. cuatro caminos-las cañas,037d,211.400,109,0.5,54.3,0.2,3.0,5.8,5.7,0.6,2.2,1.6,0.0,0.0,0.2,25.9,"39,735",8.6,7.6,9.9,8.5,9.1,8.4,7.7,7.4,7.0,8.1,8.8,8.9
199-03,las cañas,las cañas-lázaro cárdenas,037d,211.400,9,0.8,59.1,0.3,0.2,4.3,32.6,0.3,0.8,0.3,0.0,0.0,0.0,1.3,"3,416",5.5,4.4,6.8,6.9,7.8,6.7,7.0,6.8,5.9,12.7,17.5,12.0
200-01,feliciano,las cañas-feliciano,037d,282.000,"1,973",1.0,85.2,0.2,3.3,1.9,3.3,0.5,1.7,0.7,0.0,0.0,0.3,1.9,"720,128",8.5,6.3,9.9,10.4,9.6,7.6,8.7,7.1,5.6,7.2,8.1,11.0
200-02,feliciano,las cañas-lázaro cárdenas,037d,282.000,"3,163",0.3,45.7,0.2,2.9,2.8,3.7,3.0,11.2,5.7,2.4,0.1,17.5,4.5,"1,154,363",7.9,7.0,8.4,8.5,8.2,7.8,8.1,8.4,8.1,8.9,9.0,9.7
200-03,feliciano,feliciano-lázaro cárdenas,037d,282.000,"1,361",0.8,79.1,0.2,3.2,4.1,4.8,0.5,2.6,1.1,0.0,0.0,0.3,3.3,"496,626",8.7,7.2,8.8,9.2,9.0,7.6,8.7,7.4,7.1,7.9,8.2,10.2
201,puente inter. laredo iii,nuevo laredo-laredo,085,5.200,"5,173",0.0,2.0,0.1,0.0,5.2,8.9,0.2,83.1,0.4,0.0,0.0,0.0,0.1,"1,888,216",7.6,7.1,9.0,8.3,7.9,8.7,8.5,8.7,8.4,8.8,8.7,8.3
202-01,la venta sánchez magallanes,agua dulce-cárdenas,184d,73.200,"9,311",0.3,45.1,0.3,2.4,5.3,5.2,0.9,17.9,3.0,0.3,0.1,10.9,8.3,"3,398,615",7.9,7.0,8.2,8.1,8.3,7.9,8.6,8.4,7.9,8.6,8.6,10.5
202-02,la venta sánchez magallanes,agua dulce-ent. magallanes,184d,73.200,615,0.4,81.6,0.5,1.2,2.8,1.5,0.3,2.3,0.7,0.0,0.0,0.2,8.5,"224,490",6.6,6.5,8.5,8.1,9.1,9.3,9.2,7.9,7.8,8.0,8.4,10.6
202-03,la venta sánchez magallanes,ent. magallanes-cárdenas,184d,73.200,130,0.5,36.3,0.2,0.5,3.7,1.8,0.2,2.5,1.1,0.0,0.0,0.2,53.0,"47,337",7.5,8.7,7.8,7.5,8.2,7.5,9.1,8.9,8.1,8.6,8.4,9.7
203-01,san alejo tejocotal,ent. tulancingo-venta grande,132d,112.500,"8,881",0.8,71.9,0.3,4.2,3.5,4.5,0.9,5.9,2.4,0.2,0.0,5.4,0.0,"3,241,677",7.2,6.3,8.5,8.7,8.8,7.6,8.7,7.9,6.9,8.7,9.5,11.2
203-02,san alejo tejocotal,ent. tulancingo-san alejo,132d,112.500,"3,107",1.0,83.3,0.5,0.1,4.3,5.0,0.6,2.0,2.2,0.0,0.0,1.0,0.0,"1,134,146",7.6,7.0,8.6,8.7,9.0,8.1,8.8,8.1,7.8,8.8,8.7,8.8
203-03,san alejo tejocotal,san alejo-venta grande,132d,112.500,"2,163",0.8,78.6,0.4,5.7,5.5,4.2,0.7,2.0,1.2,0.1,0.0,0.8,0.0,"789,407",7.1,6.4,8.1,7.9,8.4,8.2,8.8,8.1,7.5,8.9,9.6,11.0
